# Amber offline RIR CIDR->country snapshot (geo-attribution Source 1).
# Generated by scripts/build_rir_snapshot.py from REAL RIR delegated-extended files.
# Columns: <cidr>\t<ISO2>\t<registry>. Real delegation data, not invented.
5.181.48.0/22	DE	ripencc
5.181.53.0/24	FR	ripencc
5.181.54.0/24	NL	ripencc
5.181.64.0/22	DE	ripencc
5.181.68.0/22	IT	ripencc
5.181.76.0/22	LU	ripencc
5.181.96.0/22	ES	ripencc
5.181.100.0/22	ES	ripencc
5.181.112.0/22	NL	ripencc
5.181.116.0/22	DE	ripencc
5.181.120.0/22	DE	ripencc
5.181.144.0/22	IT	ripencc
5.181.148.0/22	AT	ripencc
5.181.160.0/24	IT	ripencc
5.181.162.0/24	DE	ripencc
5.181.163.0/24	DE	ripencc
5.181.172.0/22	FR	ripencc
5.181.188.0/22	PL	ripencc
5.181.192.0/22	IT	ripencc
5.181.204.0/22	DE	ripencc
5.181.216.0/23	DE	ripencc
5.181.218.0/24	DE	ripencc
5.181.220.0/22	ES	ripencc
5.181.228.0/22	AT	ripencc
5.181.236.0/22	ES	ripencc
5.181.240.0/22	ES	ripencc
5.182.0.0/22	DE	ripencc
5.182.16.0/22	DE	ripencc
5.182.32.0/22	DE	ripencc
5.182.40.0/22	DE	ripencc
5.182.60.0/24	FR	ripencc
5.182.63.0/24	DE	ripencc
5.182.68.0/22	IT	ripencc
5.182.72.0/22	ES	ripencc
5.182.80.0/22	ES	ripencc
5.182.88.0/22	DE	ripencc
5.182.107.0/24	DE	ripencc
5.182.136.0/22	FR	ripencc
5.182.140.0/22	PL	ripencc
5.182.144.0/22	FR	ripencc
5.182.152.0/22	DE	ripencc
5.182.156.0/22	FR	ripencc
5.182.160.0/22	ES	ripencc
5.182.164.0/22	ES	ripencc
5.182.168.0/22	FR	ripencc
5.182.172.0/22	ES	ripencc
5.182.176.0/22	DE	ripencc
5.182.188.0/22	NL	ripencc
5.182.200.0/22	DE	ripencc
5.182.204.0/22	DE	ripencc
5.182.208.0/22	NL	ripencc
5.182.212.0/22	FR	ripencc
5.182.232.0/22	DE	ripencc
5.182.236.0/22	DE	ripencc
5.182.240.0/22	IT	ripencc
5.182.252.0/22	FR	ripencc
5.183.8.0/22	DE	ripencc
5.183.16.0/22	FR	ripencc
5.183.20.0/22	DE	ripencc
5.183.32.0/22	DE	ripencc
5.183.40.0/22	DE	ripencc
5.183.48.0/22	DE	ripencc
5.183.52.0/22	BE	ripencc
5.183.56.0/22	ES	ripencc
5.183.72.0/22	DE	ripencc
5.183.84.0/22	DE	ripencc
5.183.92.0/22	DE	ripencc
5.183.104.0/22	FR	ripencc
5.183.108.0/22	IT	ripencc
5.183.116.0/22	DE	ripencc
5.183.120.0/22	DE	ripencc
5.183.124.0/22	FR	ripencc
5.183.132.0/22	NL	ripencc
5.183.136.0/22	DE	ripencc
5.183.140.0/22	NL	ripencc
5.183.148.0/23	ES	ripencc
5.183.150.0/24	ES	ripencc
5.183.161.0/24	ES	ripencc
5.183.162.0/24	PL	ripencc
5.183.172.0/24	AT	ripencc
5.183.173.0/24	AT	ripencc
5.183.174.0/23	AT	ripencc
5.183.184.0/22	ES	ripencc
5.183.192.0/22	PL	ripencc
5.183.196.0/22	IE	ripencc
5.183.204.0/22	AT	ripencc
5.183.208.0/24	DE	ripencc
5.183.210.0/24	ES	ripencc
5.183.211.0/24	DE	ripencc
5.183.212.0/22	FR	ripencc
5.183.216.0/22	AT	ripencc
5.183.220.0/22	ES	ripencc
5.183.224.0/22	NL	ripencc
5.183.236.0/22	BE	ripencc
5.183.244.0/22	AT	ripencc
5.183.248.0/22	FR	ripencc
5.184.0.0/15	PL	ripencc
5.187.0.0/21	ES	ripencc
5.187.33.0/24	AT	ripencc
5.187.48.0/21	PL	ripencc
5.188.0.0/23	LU	ripencc
5.188.4.0/23	LU	ripencc
5.188.6.0/24	LU	ripencc
5.188.12.0/22	NL	ripencc
5.188.32.0/23	LU	ripencc
5.188.34.0/24	LU	ripencc
5.188.36.0/24	LU	ripencc
5.188.70.0/23	LU	ripencc
5.188.92.0/22	LU	ripencc
5.188.108.0/22	LU	ripencc
5.188.120.0/24	LU	ripencc
5.188.122.0/23	LU	ripencc
5.188.124.0/22	LU	ripencc
5.188.132.0/22	LU	ripencc
5.188.148.0/24	LU	ripencc
5.188.151.0/24	LU	ripencc
5.188.168.0/23	LU	ripencc
5.188.188.0/22	LU	ripencc
5.188.213.0/24	LU	ripencc
5.188.214.0/23	LU	ripencc
5.188.225.0/24	LU	ripencc
5.188.226.0/23	LU	ripencc
5.188.228.0/24	LU	ripencc
5.188.230.0/23	LU	ripencc
5.188.238.0/23	LU	ripencc
5.189.128.0/19	DE	ripencc
5.189.160.0/19	DE	ripencc
5.189.200.0/24	LU	ripencc
5.189.202.0/23	LU	ripencc
5.189.204.0/24	LU	ripencc
5.189.206.0/23	LU	ripencc
5.189.220.0/23	LU	ripencc
5.189.222.0/24	LU	ripencc
5.196.0.0/16	FR	ripencc
5.198.144.0/20	AT	ripencc
5.198.192.0/19	FR	ripencc
5.198.224.0/20	IT	ripencc
5.199.128.0/20	DE	ripencc
5.199.144.0/20	NL	ripencc
5.199.176.0/21	DE	ripencc
5.199.188.0/22	NL	ripencc
5.199.224.0/21	ES	ripencc
5.199.240.0/20	DE	ripencc
5.200.0.0/19	NL	ripencc
5.201.0.0/17	PL	ripencc
5.205.0.0/16	ES	ripencc
5.206.200.0/21	AT	ripencc
5.206.208.0/20	NL	ripencc
5.206.240.0/20	PL	ripencc
5.222.0.0/17	DE	ripencc
5.222.128.0/17	DE	ripencc
5.223.0.0/17	DE	ripencc
5.223.128.0/17	DE	ripencc
5.224.0.0/15	ES	ripencc
5.226.0.0/21	FR	ripencc
5.226.8.0/21	FR	ripencc
5.226.16.0/20	ES	ripencc
5.226.40.0/21	NL	ripencc
5.226.64.0/18	PL	ripencc
5.226.128.0/21	PL	ripencc
5.226.168.0/21	ES	ripencc
5.226.184.0/21	ES	ripencc
5.230.0.0/15	DE	ripencc
5.249.128.0/19	IT	ripencc
5.249.160.0/21	DE	ripencc
5.250.176.0/20	DE	ripencc
5.252.0.0/22	ES	ripencc
5.252.8.0/22	ES	ripencc
5.252.12.0/22	AT	ripencc
5.252.16.0/22	IT	ripencc
